1.00000E+00	6.00501E-03	-6.00501E-03	8.22012E-01
1.00000E+00	6.00501E-03	-4.80401E-03	8.22012E-01
1.00000E+00	6.00501E-03	-3.60301E-03	8.22012E-01
1.00000E+00	6.00501E-03	-2.40201E-03	8.22012E-01
1.00000E+00	6.00501E-03	-1.20100E-03	8.22012E-01
1.00000E+00	6.00501E-03	1.49545E-20	8.22012E-01
1.00000E+00	6.00501E-03	1.20100E-03	8.22012E-01
1.00000E+00	6.00501E-03	2.40201E-03	8.22012E-01
1.00000E+00	6.00501E-03	3.60301E-03	8.22012E-01
1.00000E+00	6.00501E-03	4.80401E-03	8.22012E-01
1.00000E+00	6.00501E-03	6.00501E-03	8.22012E-01
1.00000E+00	-6.00501E-03	-6.00501E-03	6.26180E-01
1.00000E+00	-6.00501E-03	-6.00501E-03	6.47939E-01
1.00000E+00	-6.00501E-03	-6.00501E-03	6.69698E-01
1.00000E+00	-6.00501E-03	-6.00501E-03	6.91457E-01
1.00000E+00	-6.00501E-03	-6.00501E-03	7.13217E-01
1.00000E+00	-6.00501E-03	-6.00501E-03	7.34976E-01
1.00000E+00	-6.00501E-03	-6.00501E-03	7.56735E-01
1.00000E+00	-6.00501E-03	-6.00501E-03	7.78494E-01
1.00000E+00	-6.00501E-03	-6.00501E-03	8.00253E-01
1.00000E+00	6.00501E-03	-6.00501E-03	6.26180E-01
1.00000E+00	6.00501E-03	-6.00501E-03	6.47939E-01
1.00000E+00	6.00501E-03	-6.00501E-03	6.69698E-01
1.00000E+00	6.00501E-03	-6.00501E-03	6.91457E-01
1.00000E+00	6.00501E-03	-6.00501E-03	7.13217E-01
1.00000E+00	6.00501E-03	-6.00501E-03	7.34976E-01
1.00000E+00	6.00501E-03	-6.00501E-03	7.56735E-01
1.00000E+00	6.00501E-03	-6.00501E-03	7.78494E-01
1.00000E+00	6.00501E-03	-6.00501E-03	8.00253E-01
1.00000E+00	-6.00501E-03	6.00501E-03	6.26180E-01
1.00000E+00	-6.00501E-03	6.00501E-03	6.47939E-01
1.00000E+00	-6.00501E-03	6.00501E-03	6.69698E-01
1.00000E+00	-6.00501E-03	6.00501E-03	6.91457E-01
1.00000E+00	-6.00501E-03	6.00501E-03	7.13217E-01
1.00000E+00	-6.00501E-03	6.00501E-03	7.34976E-01
1.00000E+00	-6.00501E-03	6.00501E-03	7.56735E-01
1.00000E+00	-6.00501E-03	6.00501E-03	7.78494E-01
1.00000E+00	-6.00501E-03	6.00501E-03	8.00253E-01
1.00000E+00	6.00501E-03	6.00501E-03	6.26180E-01
1.00000E+00	6.00501E-03	6.00501E-03	6.47939E-01
1.00000E+00	6.00501E-03	6.00501E-03	6.69698E-01
1.00000E+00	6.00501E-03	6.00501E-03	6.91457E-01
1.00000E+00	6.00501E-03	6.00501E-03	7.13217E-01
1.00000E+00	6.00501E-03	6.00501E-03	7.34976E-01
1.00000E+00	6.00501E-03	6.00501E-03	7.56735E-01
1.00000E+00	6.00501E-03	6.00501E-03	7.78494E-01
1.00000E+00	6.00501E-03	6.00501E-03	8.00253E-01
1.50000E+00	-4.80401E-03	-6.00501E-03	6.04421E-01
1.50000E+00	-3.60301E-03	-6.00501E-03	6.04421E-01
1.50000E+00	-2.40201E-03	-6.00501E-03	6.04421E-01
1.50000E+00	-1.20100E-03	-6.00501E-03	6.04421E-01
1.50000E+00	4.48635E-20	-6.00501E-03	6.04421E-01
1.50000E+00	1.20100E-03	-6.00501E-03	6.04421E-01
1.50000E+00	2.40201E-03	-6.00501E-03	6.04421E-01
1.50000E+00	3.60301E-03	-6.00501E-03	6.04421E-01
1.50000E+00	4.80401E-03	-6.00501E-03	6.04421E-01
1.50000E+00	-4.80401E-03	6.00501E-03	6.04421E-01
1.50000E+00	-3.60301E-03	6.00501E-03	6.04421E-01
1.50000E+00	-2.40201E-03	6.00501E-03	6.04421E-01
1.50000E+00	-1.20100E-03	6.00501E-03	6.04421E-01
1.50000E+00	4.48635E-20	6.00501E-03	6.04421E-01
1.50000E+00	1.20100E-03	6.00501E-03	6.04421E-01
1.50000E+00	2.40201E-03	6.00501E-03	6.04421E-01
1.50000E+00	3.60301E-03	6.00501E-03	6.04421E-01
1.50000E+00	4.80401E-03	6.00501E-03	6.04421E-01
1.00000E+00	-4.80401E-03	-6.00501E-03	8.22012E-01
1.00000E+00	-3.60301E-03	-6.00501E-03	8.22012E-01
1.00000E+00	-2.40201E-03	-6.00501E-03	8.22012E-01
1.00000E+00	-1.20100E-03	-6.00501E-03	8.22012E-01
1.00000E+00	4.48635E-20	-6.00501E-03	8.22012E-01
1.00000E+00	1.20100E-03	-6.00501E-03	8.22012E-01
1.00000E+00	2.40201E-03	-6.00501E-03	8.22012E-01
1.00000E+00	3.60301E-03	-6.00501E-03	8.22012E-01
1.00000E+00	4.80401E-03	-6.00501E-03	8.22012E-01
1.00000E+00	-4.80401E-03	6.00501E-03	8.22012E-01
1.00000E+00	-3.60301E-03	6.00501E-03	8.22012E-01
1.00000E+00	-2.40201E-03	6.00501E-03	8.22012E-01
1.00000E+00	-1.20100E-03	6.00501E-03	8.22012E-01
1.00000E+00	4.48635E-20	6.00501E-03	8.22012E-01
1.00000E+00	1.20100E-03	6.00501E-03	8.22012E-01
1.00000E+00	2.40201E-03	6.00501E-03	8.22012E-01
1.00000E+00	3.60301E-03	6.00501E-03	8.22012E-01
1.00000E+00	4.80401E-03	6.00501E-03	8.22012E-01
